 P_len/AD_len(bytes),                   0,                  15,                  30,                  45,                  60,                  75,                  90,                 105,                 120,                 135,                 150,                 165,                 180,                 195,                 210,                 225,                 240,                 255,                 270,                 285,                 300,                 315,                 330,                 345,                 360,                 375,                 390,                 405,                 420,                 435,                 450,                 465,                 480,                 495,                 510,                 525,                 540,                 555,                 570,                 585,                 600,                 615,                 630,                 645,                 660,                 675,                 690,                 705,                 720,                 735,                 750,                 765,                 780,                 795,                 810,                 825,                 840,                 855,                 870,                 885,                 900,                 915,                 930,                 945,                 960,
                 320,      2.80 (  0.23%),      2.90 (  0.33%),      3.00 (  0.26%),      3.00 (  0.25%),      3.10 (  0.42%),      2.80 (  0.24%),      3.00 (  0.22%),      3.00 (  0.24%),      3.00 (  0.23%),      2.80 (  0.22%),      2.90 (  0.22%),      2.90 (  0.38%),      3.00 (  0.24%),      2.80 (  0.23%),      2.90 (  0.20%),      2.90 (  0.27%),      2.70 (  0.20%),      2.80 (  0.37%),      2.70 (  0.22%),      2.80 (  0.21%),      2.80 (  0.21%),      2.80 (  0.22%),      2.70 (  0.35%),      2.70 (  0.21%),      2.80 (  0.21%),      2.80 (  0.27%),      2.60 (  0.21%),      2.70 (  0.34%),      2.70 (  0.22%),      2.80 (  0.21%),      2.60 (  0.21%),      2.70 (  0.35%),      2.60 (  0.21%),      2.70 (  0.20%),      2.70 (  0.25%),      2.60 (  0.34%),      2.60 (  0.21%),      2.70 (  0.22%),      2.70 (  0.20%),      2.60 (  0.35%),      2.60 (  0.20%),      2.70 (  0.21%),      2.70 (  0.21%),      2.60 (  0.23%),      2.60 (  0.19%),      2.70 (  0.20%),      2.70 (  0.35%),      2.60 (  0.21%),      2.50 (  0.23%),      2.60 (  0.30%),      2.60 (  0.19%),      2.60 (  0.18%),      2.50 (  0.26%),      2.60 (  0.19%),      2.60 (  0.17%),      2.60 (  0.27%),      2.50 (  0.19%),      2.60 (  0.18%),      2.60 (  0.27%),      2.60 (  0.18%),      2.50 (  0.20%),      2.60 (  0.27%),      2.60 (  0.18%),      2.60 (  0.18%),      2.50 (  0.29%),
                 336,      2.80 (  0.27%),      3.00 (  0.25%),      3.00 (  0.24%),      3.10 (  0.26%),      3.10 (  0.32%),      2.90 (  0.26%),      3.00 (  0.41%),      3.00 (  0.23%),      3.10 (  0.24%),      2.80 (  0.24%),      2.90 (  0.23%),      3.00 (  0.24%),      3.00 (  0.40%),      2.80 (  0.25%),      2.90 (  0.22%),      2.90 (  0.22%),      2.80 (  0.28%),      2.90 (  0.23%),      2.70 (  0.39%),      2.80 (  0.22%),      2.80 (  0.22%),      2.80 (  0.23%),      2.70 (  0.23%),      2.80 (  0.39%),      2.80 (  0.21%),      2.80 (  0.21%),      2.70 (  0.28%),      2.70 (  0.36%),      2.80 (  0.22%),      2.80 (  0.21%),      2.70 (  0.22%),      2.70 (  0.29%),      2.60 (  0.23%),      2.70 (  0.21%),      2.70 (  0.25%),      2.60 (  0.32%),      2.70 (  0.23%),      2.70 (  0.19%),      2.70 (  0.20%),      2.60 (  0.33%),      2.70 (  0.20%),      2.70 (  0.21%),      2.70 (  0.20%),      2.60 (  0.27%),      2.70 (  0.20%),      2.70 (  0.20%),      2.70 (  0.30%),      2.60 (  0.21%),      2.60 (  0.25%),      2.60 (  0.31%),      2.60 (  0.19%),      2.60 (  0.18%),      2.60 (  0.30%),      2.60 (  0.19%),      2.60 (  0.21%),      2.60 (  0.32%),      2.60 (  0.18%),      2.60 (  0.20%),      2.60 (  0.31%),      2.60 (  0.22%),      2.60 (  0.22%),      2.60 (  0.31%),      2.60 (  0.20%),      2.60 (  0.19%),      2.50 (  0.26%),
                 352,      2.90 (  0.24%),      3.00 (  0.23%),      3.10 (  0.28%),      3.10 (  0.26%),      3.10 (  0.25%),      2.90 (  0.37%),      3.00 (  0.22%),      3.10 (  0.23%),      3.10 (  0.24%),      2.90 (  0.23%),      3.00 (  0.24%),      3.00 (  0.37%),      3.00 (  0.25%),      2.80 (  0.24%),      2.90 (  0.22%),      3.00 (  0.28%),      2.80 (  0.33%),      2.90 (  0.25%),      2.70 (  0.22%),      2.80 (  0.22%),      2.80 (  0.23%),      2.90 (  0.32%),      2.70 (  0.23%),      2.80 (  0.21%),      2.80 (  0.25%),      2.80 (  0.22%),      2.70 (  0.33%),      2.80 (  0.21%),      2.80 (  0.20%),      2.80 (  0.23%),      2.70 (  0.32%),      2.80 (  0.21%),      2.70 (  0.21%),      2.70 (  0.27%),      2.70 (  0.31%),      2.60 (  0.22%),      2.70 (  0.20%),      2.70 (  0.20%),      2.70 (  0.34%),      2.60 (  0.23%),      2.70 (  0.24%),      2.70 (  0.35%),      2.70 (  0.19%),      2.60 (  0.19%),      2.70 (  0.29%),      2.70 (  0.24%),      2.70 (  0.19%),      2.60 (  0.25%),      2.60 (  0.32%),      2.60 (  0.18%),      2.60 (  0.19%),      2.70 (  0.31%),      2.60 (  0.21%),      2.60 (  0.23%),      2.60 (  0.29%),      2.70 (  0.19%),      2.60 (  0.21%),      2.60 (  0.29%),      2.60 (  0.19%),      2.60 (  0.28%),      2.60 (  0.21%),      2.60 (  0.19%),      2.60 (  0.30%),      2.60 (  0.20%),      2.50 (  0.26%),
                 368,      2.90 (  0.40%),      3.00 (  0.27%),      3.10 (  0.26%),      3.10 (  0.27%),      3.20 (  0.26%),      3.00 (  0.25%),      3.10 (  0.24%),      3.10 (  0.38%),      3.10 (  0.25%),      2.90 (  0.25%),      3.00 (  0.23%),      3.00 (  0.30%),      3.10 (  0.23%),      2.90 (  0.37%),      3.00 (  0.23%),      3.00 (  0.21%),      2.80 (  0.20%),      2.90 (  0.23%),      2.80 (  0.36%),      2.80 (  0.22%),      2.90 (  0.23%),      2.90 (  0.28%),      2.70 (  0.22%),      2.80 (  0.25%),      2.80 (  0.21%),      2.90 (  0.22%),      2.70 (  0.22%),      2.80 (  0.36%),      2.80 (  0.21%),      2.80 (  0.21%),      2.70 (  0.24%),      2.80 (  0.33%),      2.70 (  0.23%),      2.70 (  0.20%),      2.80 (  0.21%),      2.70 (  0.27%),      2.70 (  0.23%),      2.70 (  0.26%),      2.80 (  0.32%),      2.60 (  0.21%),      2.70 (  0.20%),      2.70 (  0.21%),      2.70 (  0.25%),      2.60 (  0.19%),      2.70 (  0.22%),      2.70 (  0.31%),      2.70 (  0.19%),      2.60 (  0.19%),      2.60 (  0.28%),      2.60 (  0.21%),      2.70 (  0.24%),      2.70 (  0.30%),      2.60 (  0.20%),      2.60 (  0.19%),      2.70 (  0.32%),      2.70 (  0.19%),      2.60 (  0.22%),      2.60 (  0.29%),      2.60 (  0.18%),      2.70 (  0.31%),      2.60 (  0.18%),      2.60 (  0.24%),      2.60 (  0.31%),      2.70 (  0.19%),      2.50 (  0.18%),
                 384,      2.70 (  0.39%),      2.80 (  0.24%),      2.90 (  0.24%),      2.90 (  0.24%),      3.00 (  0.24%),      2.80 (  0.29%),      2.90 (  0.22%),      2.90 (  0.37%),      3.00 (  0.22%),      2.80 (  0.23%),      2.80 (  0.19%),      2.90 (  0.22%),      2.90 (  0.20%),      2.70 (  0.36%),      2.80 (  0.23%),      2.80 (  0.20%),      2.70 (  0.27%),      2.80 (  0.23%),      2.60 (  0.36%),      2.70 (  0.21%),      2.80 (  0.21%),      2.80 (  0.21%),      2.60 (  0.21%),      2.70 (  0.34%),      2.70 (  0.23%),      2.80 (  0.21%),      2.60 (  0.26%),      2.70 (  0.33%),      2.70 (  0.20%),      2.70 (  0.19%),      2.60 (  0.20%),      2.70 (  0.31%),      2.60 (  0.20%),      2.70 (  0.20%),      2.70 (  0.25%),      2.60 (  0.34%),      2.60 (  0.19%),      2.60 (  0.18%),      2.70 (  0.28%),      2.60 (  0.24%),      2.60 (  0.21%),      2.60 (  0.24%),      2.70 (  0.33%),      2.60 (  0.21%),      2.60 (  0.18%),      2.60 (  0.30%),      2.70 (  0.18%),      2.60 (  0.23%),      2.50 (  0.28%),      2.60 (  0.18%),      2.60 (  0.18%),      2.60 (  0.28%),      2.50 (  0.20%),      2.60 (  0.22%),      2.60 (  0.27%),      2.60 (  0.18%),      2.50 (  0.19%),      2.60 (  0.29%),      2.60 (  0.18%),      2.60 (  0.22%),      2.50 (  0.28%),      2.60 (  0.18%),      2.60 (  0.22%),      2.60 (  0.21%),      2.50 (  0.24%),
                 400,      2.70 (  0.24%),      2.90 (  0.39%),      2.90 (  0.29%),      3.00 (  0.25%),      3.00 (  0.24%),      2.80 (  0.24%),      2.90 (  0.23%),      3.00 (  0.23%),      3.00 (  0.38%),      2.80 (  0.23%),      2.90 (  0.23%),      2.90 (  0.21%),      2.90 (  0.28%),      2.80 (  0.38%),      2.80 (  0.25%),      2.90 (  0.22%),      2.70 (  0.23%),      2.80 (  0.21%),      2.70 (  0.37%),      2.80 (  0.24%),      2.80 (  0.22%),      2.80 (  0.23%),      2.70 (  0.22%),      2.70 (  0.34%),      2.80 (  0.21%),      2.80 (  0.22%),      2.70 (  0.21%),      2.70 (  0.33%),      2.70 (  0.20%),      2.80 (  0.21%),      2.70 (  0.26%),      2.70 (  0.32%),      2.60 (  0.20%),      2.70 (  0.21%),      2.70 (  0.20%),      2.60 (  0.34%),      2.70 (  0.20%),      2.70 (  0.25%),      2.70 (  0.30%),      2.60 (  0.21%),      2.60 (  0.19%),      2.70 (  0.20%),      2.70 (  0.25%),      2.60 (  0.20%),      2.60 (  0.26%),      2.70 (  0.34%),      2.70 (  0.19%),      2.60 (  0.19%),      2.50 (  0.31%),      2.60 (  0.18%),      2.60 (  0.24%),      2.60 (  0.31%),      2.50 (  0.20%),      2.60 (  0.18%),      2.60 (  0.33%),      2.60 (  0.17%),      2.60 (  0.23%),      2.60 (  0.22%),      2.60 (  0.18%),      2.60 (  0.30%),      2.50 (  0.19%),      2.60 (  0.22%),      2.60 (  0.28%),      2.60 (  0.19%),      2.50 (  0.29%),
                 416,      2.80 (  0.29%),      2.90 (  0.24%),      3.00 (  0.26%),      3.00 (  0.25%),      3.00 (  0.29%),      2.90 (  0.24%),      3.00 (  0.36%),      3.00 (  0.23%),      3.00 (  0.22%),      2.80 (  0.22%),      2.90 (  0.21%),      2.90 (  0.32%),      3.00 (  0.27%),      2.80 (  0.21%),      2.90 (  0.20%),      2.90 (  0.26%),      2.80 (  0.32%),      2.80 (  0.24%),      2.70 (  0.21%),      2.80 (  0.22%),      2.80 (  0.22%),      2.80 (  0.36%),      2.70 (  0.22%),      2.80 (  0.20%),      2.80 (  0.26%),      2.80 (  0.35%),      2.70 (  0.22%),      2.70 (  0.22%),      2.80 (  0.21%),      2.80 (  0.36%),      2.70 (  0.22%),      2.70 (  0.21%),      2.60 (  0.24%),      2.70 (  0.35%),      2.70 (  0.20%),      2.60 (  0.20%),      2.70 (  0.29%),      2.70 (  0.22%),      2.70 (  0.18%),      2.60 (  0.25%),      2.70 (  0.31%),      2.70 (  0.20%),      2.70 (  0.20%),      2.60 (  0.32%),      2.70 (  0.20%),      2.70 (  0.22%),      2.70 (  0.30%),      2.60 (  0.20%),      2.60 (  0.18%),      2.60 (  0.30%),      2.60 (  0.18%),      2.60 (  0.22%),      2.60 (  0.27%),      2.60 (  0.17%),      2.60 (  0.17%),      2.60 (  0.30%),      2.60 (  0.19%),      2.60 (  0.28%),      2.60 (  0.21%),      2.60 (  0.19%),      2.60 (  0.30%),      2.60 (  0.18%),      2.60 (  0.23%),      2.60 (  0.26%),      2.50 (  0.19%),
                 432,      2.80 (  0.26%),      2.90 (  0.39%),      3.00 (  0.25%),      3.00 (  0.24%),      3.10 (  0.24%),      2.90 (  0.26%),      3.00 (  0.22%),      3.00 (  0.35%),      3.00 (  0.23%),      2.90 (  0.22%),      2.90 (  0.21%),      3.00 (  0.20%),      3.00 (  0.31%),      2.80 (  0.26%),      2.90 (  0.22%),      2.90 (  0.21%),      2.80 (  0.27%),      2.90 (  0.34%),      2.70 (  0.22%),      2.80 (  0.22%),      2.80 (  0.22%),      2.90 (  0.27%),      2.70 (  0.26%),      2.80 (  0.21%),      2.80 (  0.25%),      2.80 (  0.21%),      2.70 (  0.28%),      2.80 (  0.21%),      2.80 (  0.20%),      2.80 (  0.30%),      2.70 (  0.24%),      2.80 (  0.21%),      2.70 (  0.26%),      2.70 (  0.32%),      2.70 (  0.19%),      2.60 (  0.21%),      2.70 (  0.29%),      2.70 (  0.23%),      2.70 (  0.20%),      2.60 (  0.25%),      2.70 (  0.29%),      2.70 (  0.21%),      2.70 (  0.18%),      2.60 (  0.33%),      2.70 (  0.19%),      2.70 (  0.24%),      2.70 (  0.32%),      2.60 (  0.19%),      2.60 (  0.18%),      2.60 (  0.33%),      2.60 (  0.20%),      2.70 (  0.23%),      2.60 (  0.32%),      2.60 (  0.18%),      2.60 (  0.27%),      2.70 (  0.22%),      2.60 (  0.23%),      2.60 (  0.29%),      2.60 (  0.18%),      2.70 (  0.18%),      2.60 (  0.29%),      2.60 (  0.22%),      2.60 (  0.27%),      2.70 (  0.18%),      2.50 (  0.19%),
                 448,      2.70 (  0.37%),      2.80 (  0.26%),      2.80 (  0.23%),      2.90 (  0.24%),      2.90 (  0.27%),      2.70 (  0.24%),      2.80 (  0.34%),      2.90 (  0.26%),      2.90 (  0.21%),      2.70 (  0.21%),      2.80 (  0.19%),      2.80 (  0.22%),      2.90 (  0.35%),      2.70 (  0.23%),      2.80 (  0.19%),      2.80 (  0.25%),      2.70 (  0.21%),      2.80 (  0.29%),      2.60 (  0.21%),      2.70 (  0.21%),      2.70 (  0.19%),      2.80 (  0.32%),      2.60 (  0.22%),      2.70 (  0.22%),      2.70 (  0.23%),      2.70 (  0.34%),      2.60 (  0.22%),      2.70 (  0.21%),      2.70 (  0.19%),      2.70 (  0.33%),      2.60 (  0.21%),      2.70 (  0.19%),      2.60 (  0.23%),      2.60 (  0.36%),      2.70 (  0.20%),      2.60 (  0.18%),      2.60 (  0.30%),      2.60 (  0.21%),      2.70 (  0.17%),      2.60 (  0.23%),      2.60 (  0.30%),      2.60 (  0.18%),      2.60 (  0.17%),      2.60 (  0.30%),      2.60 (  0.19%),      2.60 (  0.22%),      2.60 (  0.29%),      2.60 (  0.20%),      2.50 (  0.19%),      2.60 (  0.31%),      2.60 (  0.18%),      2.60 (  0.22%),      2.50 (  0.28%),      2.60 (  0.17%),      2.60 (  0.28%),      2.60 (  0.22%),      2.50 (  0.24%),      2.60 (  0.29%),      2.60 (  0.19%),      2.60 (  0.18%),      2.50 (  0.29%),      2.60 (  0.18%),      2.60 (  0.30%),      2.60 (  0.17%),      2.50 (  0.18%),
                 464,      2.70 (  0.37%),      2.80 (  0.26%),      2.90 (  0.23%),      2.90 (  0.24%),      2.90 (  0.23%),      2.80 (  0.27%),      2.90 (  0.35%),      2.90 (  0.24%),      2.90 (  0.22%),      2.80 (  0.22%),      2.80 (  0.20%),      2.90 (  0.21%),      2.90 (  0.26%),      2.70 (  0.21%),      2.80 (  0.21%),      2.80 (  0.25%),      2.70 (  0.33%),      2.80 (  0.23%),      2.70 (  0.21%),      2.70 (  0.21%),      2.70 (  0.20%),      2.80 (  0.32%),      2.60 (  0.23%),      2.70 (  0.23%),      2.70 (  0.20%),      2.80 (  0.31%),      2.60 (  0.21%),      2.70 (  0.20%),      2.70 (  0.25%),      2.70 (  0.23%),      2.60 (  0.22%),      2.70 (  0.25%),      2.60 (  0.31%),      2.70 (  0.19%),      2.70 (  0.20%),      2.60 (  0.21%),      2.60 (  0.28%),      2.70 (  0.19%),      2.70 (  0.24%),      2.60 (  0.31%),      2.60 (  0.20%),      2.60 (  0.19%),      2.70 (  0.33%),      2.60 (  0.19%),      2.60 (  0.22%),      2.60 (  0.31%),      2.70 (  0.19%),      2.60 (  0.18%),      2.50 (  0.32%),      2.60 (  0.19%),      2.60 (  0.25%),      2.60 (  0.29%),      2.50 (  0.17%),      2.60 (  0.22%),      2.60 (  0.24%),      2.60 (  0.24%),      2.50 (  0.29%),      2.60 (  0.18%),      2.60 (  0.18%),      2.60 (  0.32%),      2.50 (  0.19%),      2.60 (  0.26%),      2.60 (  0.19%),      2.60 (  0.17%),      2.50 (  0.28%),
                 480,      2.70 (  0.23%),      2.80 (  0.23%),      2.90 (  0.27%),      2.90 (  0.23%),      3.00 (  0.35%),      2.80 (  0.23%),      2.90 (  0.24%),      2.90 (  0.21%),      3.00 (  0.21%),      2.80 (  0.34%),      2.90 (  0.21%),      2.90 (  0.22%),      2.90 (  0.25%),      2.80 (  0.24%),      2.80 (  0.36%),      2.90 (  0.22%),      2.70 (  0.21%),      2.80 (  0.21%),      2.70 (  0.33%),      2.80 (  0.25%),      2.80 (  0.22%),      2.80 (  0.25%),      2.70 (  0.32%),      2.70 (  0.25%),      2.80 (  0.21%),      2.80 (  0.20%),      2.70 (  0.33%),      2.70 (  0.23%),      2.70 (  0.19%),      2.80 (  0.27%),      2.70 (  0.32%),      2.70 (  0.21%),      2.60 (  0.22%),      2.70 (  0.30%),      2.70 (  0.23%),      2.60 (  0.21%),      2.70 (  0.23%),      2.70 (  0.30%),      2.70 (  0.20%),      2.60 (  0.19%),      2.70 (  0.30%),      2.70 (  0.18%),      2.70 (  0.24%),      2.60 (  0.28%),      2.60 (  0.18%),      2.70 (  0.18%),      2.70 (  0.29%),      2.60 (  0.18%),      2.60 (  0.25%),      2.60 (  0.30%),      2.60 (  0.19%),      2.60 (  0.27%),      2.60 (  0.19%),      2.60 (  0.23%),      2.60 (  0.30%),      2.60 (  0.18%),      2.60 (  0.18%),      2.60 (  0.31%),      2.60 (  0.22%),      2.60 (  0.30%),      2.60 (  0.20%),      2.60 (  0.19%),      2.60 (  0.32%),      2.60 (  0.22%),      2.50 (  0.27%),
                 496,      2.80 (  0.23%),      2.90 (  0.22%),      2.90 (  0.23%),      3.00 (  0.23%),      3.00 (  0.34%),      2.80 (  0.27%),      2.90 (  0.21%),      2.90 (  0.22%),      3.00 (  0.26%),      2.80 (  0.29%),      2.90 (  0.27%),      2.90 (  0.22%),      2.90 (  0.22%),      2.80 (  0.20%),      2.90 (  0.33%),      2.90 (  0.23%),      2.80 (  0.21%),      2.80 (  0.25%),      2.70 (  0.31%),      2.80 (  0.21%),      2.80 (  0.22%),      2.80 (  0.20%),      2.70 (  0.31%),      2.80 (  0.22%),      2.80 (  0.19%),      2.80 (  0.24%),      2.70 (  0.33%),      2.70 (  0.19%),      2.80 (  0.20%),      2.80 (  0.21%),      2.70 (  0.34%),      2.70 (  0.19%),      2.60 (  0.25%),      2.70 (  0.33%),      2.70 (  0.19%),      2.60 (  0.21%),      2.70 (  0.32%),      2.70 (  0.19%),      2.70 (  0.23%),      2.60 (  0.29%),      2.70 (  0.23%),      2.70 (  0.20%),      2.70 (  0.29%),      2.60 (  0.21%),      2.70 (  0.22%),      2.70 (  0.26%),      2.70 (  0.19%),      2.60 (  0.18%),      2.60 (  0.29%),      2.60 (  0.18%),      2.60 (  0.22%),      2.70 (  0.27%),      2.60 (  0.19%),      2.60 (  0.24%),      2.60 (  0.22%),      2.60 (  0.22%),      2.60 (  0.29%),      2.60 (  0.19%),      2.60 (  0.18%),      2.60 (  0.20%),      2.60 (  0.23%),      2.60 (  0.31%),      2.60 (  0.19%),      2.60 (  0.29%),      2.50 (  0.21%),
                 512,      2.60 (  0.22%),      2.70 (  0.28%),      2.80 (  0.21%),      2.80 (  0.36%),      2.80 (  0.21%),      2.70 (  0.21%),      2.80 (  0.20%),      2.80 (  0.18%),      2.90 (  0.35%),      2.70 (  0.22%),      2.80 (  0.19%),      2.80 (  0.24%),      2.80 (  0.21%),      2.70 (  0.36%),      2.80 (  0.20%),      2.80 (  0.19%),      2.70 (  0.21%),      2.70 (  0.31%),      2.60 (  0.22%),      2.70 (  0.19%),      2.70 (  0.24%),      2.70 (  0.29%),      2.60 (  0.24%),      2.70 (  0.20%),      2.70 (  0.20%),      2.70 (  0.29%),      2.60 (  0.22%),      2.70 (  0.19%),      2.70 (  0.23%),      2.70 (  0.29%),      2.60 (  0.19%),      2.70 (  0.18%),      2.60 (  0.32%),      2.60 (  0.20%),      2.60 (  0.18%),      2.60 (  0.24%),      2.60 (  0.32%),      2.60 (  0.19%),      2.60 (  0.18%),      2.60 (  0.32%),      2.60 (  0.18%),      2.60 (  0.23%),      2.60 (  0.30%),      2.60 (  0.17%),      2.60 (  0.19%),      2.60 (  0.30%),      2.60 (  0.18%),      2.60 (  0.23%),      2.50 (  0.32%),      2.60 (  0.18%),      2.60 (  0.26%),      2.60 (  0.20%),      2.50 (  0.23%),      2.60 (  0.27%),      2.60 (  0.19%),      2.60 (  0.19%),      2.50 (  0.29%),      2.60 (  0.17%),      2.60 (  0.28%),      2.60 (  0.20%),      2.50 (  0.17%),      2.60 (  0.28%),      2.60 (  0.21%),      2.60 (  0.30%),      2.50 (  0.19%),
