 P_len/AD_len(bytes),                   0,                  15,                  30,                  45,                  60,                  75,                  90,                 105,                 120,                 135,                 150,                 165,                 180,                 195,                 210,                 225,                 240,                 255,                 270,                 285,                 300,                 315,                 330,                 345,                 360,                 375,                 390,                 405,                 420,                 435,                 450,                 465,                 480,                 495,                 510,                 525,                 540,                 555,                 570,                 585,                 600,                 615,                 630,                 645,                 660,                 675,                 690,                 705,                 720,                 735,                 750,                 765,                 780,                 795,                 810,                 825,                 840,                 855,                 870,                 885,                 900,                 915,                 930,                 945,                 960,
                 800,      3.20 (  0.36%),      3.10 (  0.23%),      3.10 (  0.27%),      3.00 (  0.34%),      3.00 (  0.24%),      2.90 (  0.23%),      2.90 (  0.27%),      2.90 (  0.38%),      2.80 (  0.24%),      2.80 (  0.31%),      2.70 (  0.37%),      2.70 (  0.28%),      2.60 (  0.26%),      2.60 (  0.27%),      2.60 (  0.40%),      2.50 (  0.28%),      2.50 (  0.32%),      2.40 (  0.41%),      2.40 (  0.24%),      2.40 (  0.24%),      2.30 (  0.24%),      2.30 (  0.29%),      2.30 (  0.84%),      2.20 (  0.32%),      2.20 (  0.40%),      2.20 (  0.23%),      2.20 (  0.24%),      2.10 (  0.34%),      2.10 (  0.26%),      2.10 (  0.23%),      2.00 (  0.29%),      2.00 (  0.37%),      2.00 (  0.23%),      2.00 (  0.22%),      2.00 (  0.35%),      1.90 (  0.27%),      1.90 (  0.27%),      1.90 (  0.29%),      1.90 (  0.37%),      1.80 (  0.23%),      1.80 (  0.24%),      1.80 (  0.38%),      1.80 (  0.26%),      1.80 (  0.24%),      1.70 (  0.28%),      1.70 (  0.38%),      1.70 (  0.22%),      1.70 (  0.26%),      1.70 (  0.40%),      1.70 (  0.26%),      2.00 (  0.31%),      2.00 (  0.41%),      2.00 (  0.26%),      2.10 (  0.28%),      2.10 (  0.41%),      2.10 (  0.27%),      2.10 (  0.31%),      2.10 (  0.30%),      2.10 (  0.27%),      1.80 (  0.38%),      1.80 (  0.25%),      1.90 (  0.28%),      1.90 (  0.37%),      1.90 (  0.23%),      1.90 (  0.24%),
                 816,      3.20 (  0.37%),      3.20 (  0.25%),      3.10 (  0.27%),      3.10 (  0.36%),      3.00 (  0.22%),      3.00 (  0.21%),      2.90 (  0.38%),      2.90 (  0.26%),      2.80 (  0.25%),      2.80 (  0.31%),      2.70 (  0.38%),      2.70 (  0.28%),      2.70 (  0.28%),      2.60 (  0.38%),      2.60 (  0.28%),      2.50 (  0.32%),      2.50 (  0.36%),      2.50 (  0.27%),      2.40 (  0.25%),      2.40 (  0.22%),      2.40 (  0.40%),      2.30 (  0.26%),      2.30 (  0.28%),      2.30 (  0.40%),      2.20 (  0.23%),      2.20 (  0.22%),      2.20 (  0.33%),      2.20 (  0.29%),      2.10 (  0.22%),      2.10 (  0.29%),      2.10 (  0.36%),      2.10 (  0.24%),      2.00 (  0.25%),      2.00 (  0.35%),      2.00 (  0.26%),      2.00 (  0.25%),      1.90 (  0.24%),      1.90 (  0.31%),      1.90 (  0.24%),      1.90 (  0.24%),      1.90 (  0.38%),      1.80 (  0.24%),      1.80 (  0.29%),      1.80 (  0.37%),      1.80 (  0.25%),      1.80 (  0.24%),      1.70 (  0.24%),      1.70 (  0.38%),      1.70 (  0.26%),      1.70 (  0.30%),      1.70 (  0.36%),      2.00 (  0.29%),      2.00 (  0.31%),      2.00 (  0.74%),      2.10 (  0.29%),      2.10 (  0.42%),      2.10 (  0.30%),      2.10 (  0.29%),      2.10 (  0.42%),      2.10 (  0.30%),      1.90 (  0.29%),      1.80 (  0.36%),      1.90 (  0.23%),      1.90 (  0.34%),      1.90 (  0.26%),
                 832,      3.30 (  0.27%),      3.20 (  0.35%),      3.10 (  0.23%),      3.10 (  0.22%),      3.00 (  0.23%),      3.00 (  0.36%),      3.00 (  0.26%),      2.90 (  0.31%),      2.90 (  0.36%),      2.80 (  0.25%),      2.80 (  0.26%),      2.70 (  0.38%),      2.70 (  0.30%),      2.70 (  0.30%),      2.60 (  0.36%),      2.60 (  0.28%),      2.50 (  0.26%),      2.50 (  0.27%),      2.50 (  0.40%),      2.40 (  0.24%),      2.40 (  0.31%),      2.40 (  0.38%),      2.30 (  0.24%),      2.30 (  0.23%),      2.30 (  0.38%),      2.20 (  0.24%),      2.20 (  0.26%),      2.20 (  0.32%),      2.20 (  0.26%),      2.10 (  0.23%),      2.10 (  0.23%),      2.10 (  0.37%),      2.10 (  0.23%),      2.00 (  0.28%),      2.00 (  0.47%),      2.00 (  0.24%),      2.00 (  0.23%),      1.90 (  0.36%),      1.90 (  0.23%),      1.90 (  0.23%),      1.90 (  0.25%),      1.90 (  0.29%),      1.80 (  0.24%),      1.80 (  0.24%),      1.80 (  0.39%),      1.80 (  0.25%),      1.80 (  0.29%),      1.70 (  0.39%),      1.70 (  0.23%),      1.70 (  0.24%),      1.70 (  0.38%),      1.70 (  0.26%),      2.10 (  0.31%),      2.00 (  0.43%),      2.00 (  0.28%),      2.10 (  0.28%),      2.10 (  0.41%),      2.10 (  0.28%),      2.10 (  0.38%),      2.10 (  0.27%),      2.10 (  0.28%),      1.90 (  0.37%),      1.80 (  0.22%),      1.90 (  0.28%),      1.90 (  0.29%),
                 848,      3.20 (  0.21%),      3.10 (  0.24%),      3.00 (  0.35%),      3.00 (  0.21%),      2.90 (  0.29%),      2.90 (  0.35%),      2.90 (  0.25%),      2.90 (  0.23%),      2.80 (  0.35%),      2.70 (  0.27%),      2.70 (  0.25%),      2.70 (  0.26%),      2.60 (  0.35%),      2.60 (  0.26%),      2.50 (  0.25%),      2.50 (  0.41%),      2.50 (  0.25%),      2.40 (  0.30%),      2.40 (  0.39%),      2.40 (  0.25%),      2.30 (  0.23%),      2.30 (  0.31%),      2.30 (  0.27%),      2.20 (  0.24%),      2.20 (  0.28%),      2.20 (  0.36%),      2.20 (  0.23%),      2.10 (  0.23%),      2.10 (  0.36%),      2.10 (  0.24%),      2.10 (  0.29%),      2.00 (  0.35%),      2.00 (  0.26%),      2.00 (  0.23%),      2.00 (  0.25%),      1.90 (  0.36%),      1.90 (  0.27%),      1.90 (  0.31%),      1.90 (  0.39%),      1.90 (  0.22%),      1.80 (  0.24%),      1.80 (  0.35%),      1.80 (  0.26%),      1.80 (  0.21%),      1.80 (  0.32%),      1.70 (  0.36%),      1.70 (  0.23%),      1.70 (  0.27%),      1.70 (  0.39%),      1.70 (  0.23%),      1.70 (  0.28%),      1.60 (  0.36%),      1.60 (  0.23%),      2.00 (  0.30%),      2.00 (  0.40%),      2.00 (  0.29%),      2.00 (  0.34%),      2.00 (  0.40%),      2.00 (  0.29%),      2.00 (  0.38%),      2.00 (  0.31%),      2.00 (  0.31%),      1.80 (  0.37%),      1.80 (  0.23%),      1.80 (  0.24%),
                 864,      3.20 (  0.40%),      3.10 (  0.22%),      3.10 (  0.28%),      3.00 (  0.36%),      3.00 (  0.23%),      2.90 (  0.22%),      2.90 (  0.36%),      2.90 (  0.26%),      2.80 (  0.27%),      2.80 (  0.35%),      2.70 (  0.25%),      2.70 (  0.26%),      2.60 (  0.27%),      2.60 (  0.33%),      2.60 (  0.49%),      2.50 (  0.31%),      2.50 (  0.38%),      2.50 (  0.25%),      2.40 (  0.22%),      2.40 (  0.37%),      2.40 (  0.24%),      2.30 (  0.28%),      2.30 (  0.36%),      2.30 (  0.24%),      2.20 (  0.23%),      2.20 (  0.34%),      2.20 (  0.26%),      2.20 (  0.55%),      2.10 (  0.28%),      2.10 (  0.40%),      2.10 (  0.23%),      2.10 (  0.24%),      2.00 (  0.40%),      2.00 (  0.23%),      2.00 (  0.28%),      2.00 (  0.37%),      1.90 (  0.23%),      1.90 (  0.23%),      1.90 (  0.36%),      1.90 (  0.25%),      1.90 (  0.23%),      1.80 (  0.26%),      1.80 (  0.32%),      1.80 (  0.29%),      1.80 (  0.23%),      1.80 (  0.36%),      1.70 (  0.25%),      1.70 (  0.30%),      1.70 (  0.38%),      1.70 (  0.24%),      1.70 (  0.22%),      1.70 (  0.36%),      1.70 (  0.24%),      1.60 (  0.29%),      2.00 (  0.37%),      2.00 (  0.27%),      2.00 (  0.26%),      2.00 (  0.38%),      2.00 (  0.28%),      2.00 (  0.41%),      2.00 (  0.27%),      2.00 (  0.26%),      2.00 (  0.39%),      1.80 (  0.24%),      1.80 (  0.29%),
                 880,      3.20 (  0.26%),      3.10 (  0.23%),      3.10 (  0.22%),      3.00 (  0.38%),      3.00 (  0.24%),      2.90 (  0.27%),      2.90 (  0.36%),      2.90 (  0.24%),      2.80 (  0.24%),      2.80 (  0.37%),      2.70 (  0.25%),      2.70 (  0.31%),      2.70 (  0.37%),      2.60 (  0.25%),      2.60 (  0.27%),      2.60 (  0.39%),      2.50 (  0.26%),      2.50 (  0.29%),      2.50 (  0.35%),      2.40 (  0.24%),      2.40 (  0.22%),      2.40 (  0.26%),      2.30 (  0.28%),      2.30 (  0.22%),      2.30 (  0.27%),      2.20 (  0.36%),      2.20 (  0.22%),      2.20 (  0.24%),      2.20 (  0.36%),      2.10 (  0.23%),      2.10 (  0.31%),      2.10 (  0.37%),      2.10 (  0.22%),      2.00 (  0.23%),      2.00 (  0.36%),      2.00 (  0.25%),      2.00 (  0.29%),      2.00 (  0.38%),      1.90 (  0.23%),      1.90 (  0.25%),      1.90 (  0.38%),      1.90 (  0.25%),      1.90 (  0.24%),      1.80 (  0.32%),      1.80 (  0.30%),      1.80 (  0.23%),      1.80 (  0.22%),      1.80 (  0.37%),      1.70 (  0.53%),      1.70 (  0.28%),      1.70 (  0.37%),      1.70 (  0.23%),      1.70 (  0.24%),      1.70 (  0.36%),      1.60 (  0.25%),      2.00 (  0.33%),      2.00 (  0.40%),      2.00 (  0.29%),      2.00 (  0.39%),      2.00 (  0.30%),      2.00 (  0.33%),      2.00 (  0.36%),      2.00 (  0.28%),      2.00 (  0.38%),      1.80 (  0.35%),
                 896,      3.20 (  0.28%),      3.20 (  0.35%),      3.10 (  0.21%),      3.10 (  0.21%),      3.00 (  0.37%),      3.00 (  0.23%),      2.90 (  0.28%),      2.90 (  0.39%),      2.90 (  0.21%),      2.80 (  0.23%),      2.80 (  0.39%),      2.70 (  0.26%),      2.70 (  0.30%),      2.70 (  0.38%),      2.60 (  0.25%),      2.60 (  0.27%),      2.60 (  0.38%),      2.50 (  0.28%),      2.50 (  0.26%),      2.40 (  0.31%),      2.40 (  0.25%),      2.40 (  0.24%),      2.40 (  0.23%),      2.30 (  0.30%),      2.30 (  0.23%),      2.30 (  0.28%),      2.20 (  0.33%),      2.20 (  0.22%),      2.20 (  0.25%),      2.20 (  0.34%),      2.10 (  0.50%),      2.10 (  0.27%),      2.10 (  0.36%),      2.10 (  0.23%),      2.00 (  0.22%),      2.00 (  0.36%),      2.00 (  0.25%),      2.00 (  0.30%),      2.00 (  0.36%),      1.90 (  0.25%),      1.90 (  0.24%),      1.90 (  0.37%),      1.90 (  0.25%),      1.90 (  0.30%),      1.80 (  0.41%),      1.80 (  0.33%),      1.80 (  0.24%),      1.80 (  0.39%),      1.80 (  0.26%),      1.80 (  0.29%),      1.70 (  0.40%),      1.70 (  0.23%),      1.70 (  0.22%),      1.70 (  0.38%),      1.70 (  0.24%),      1.70 (  0.30%),      2.00 (  0.40%),      2.00 (  0.29%),      2.00 (  0.26%),      2.00 (  0.37%),      2.00 (  0.31%),      2.00 (  0.37%),      2.00 (  0.27%),      2.00 (  0.33%),      2.00 (  0.28%),
                 912,      3.10 (  0.28%),      3.10 (  0.36%),      3.00 (  0.21%),      3.00 (  0.22%),      2.90 (  0.32%),      2.90 (  0.22%),      2.90 (  0.24%),      2.80 (  0.29%),      2.80 (  0.26%),      2.70 (  0.23%),      2.70 (  0.23%),      2.70 (  0.33%),      2.60 (  0.51%),      2.60 (  0.28%),      2.60 (  0.37%),      2.50 (  0.27%),      2.50 (  0.25%),      2.40 (  0.37%),      2.40 (  0.23%),      2.40 (  0.26%),      2.30 (  0.37%),      2.30 (  0.22%),      2.30 (  0.22%),      2.30 (  0.40%),      2.20 (  0.24%),      2.20 (  0.27%),      2.20 (  0.38%),      2.20 (  0.23%),      2.10 (  0.23%),      2.10 (  0.38%),      2.10 (  0.22%),      2.10 (  0.28%),      2.00 (  0.35%),      2.00 (  0.22%),      2.00 (  0.24%),      2.00 (  0.31%),      2.00 (  0.25%),      1.90 (  0.23%),      1.90 (  0.25%),      1.90 (  0.29%),      1.90 (  0.24%),      1.90 (  0.22%),      1.80 (  0.36%),      1.80 (  0.24%),      1.80 (  0.28%),      1.80 (  0.35%),      1.80 (  0.23%),      1.70 (  0.23%),      1.70 (  0.35%),      1.70 (  0.24%),      1.70 (  0.29%),      1.70 (  0.36%),      1.70 (  0.23%),      1.60 (  0.24%),      1.60 (  0.40%),      1.60 (  0.24%),      1.60 (  0.27%),      1.90 (  0.43%),      1.90 (  0.28%),      1.90 (  0.27%),      2.00 (  0.39%),      2.00 (  0.32%),      2.00 (  0.38%),      2.00 (  0.28%),      2.00 (  0.30%),
                 928,      3.10 (  0.25%),      3.10 (  0.21%),      3.00 (  0.27%),      3.00 (  0.28%),      3.00 (  0.22%),      2.90 (  0.21%),      2.90 (  0.35%),      2.90 (  0.24%),      2.80 (  0.28%),      2.80 (  0.36%),      2.70 (  0.23%),      2.70 (  0.26%),      2.70 (  0.37%),      2.60 (  0.23%),      2.60 (  0.30%),      2.50 (  0.37%),      2.50 (  0.25%),      2.50 (  0.25%),      2.40 (  0.38%),      2.40 (  0.24%),      2.40 (  0.27%),      2.30 (  0.37%),      2.30 (  0.23%),      2.30 (  0.23%),      2.30 (  0.36%),      2.20 (  0.23%),      2.20 (  0.31%),      2.20 (  0.38%),      2.20 (  0.22%),      2.10 (  0.25%),      2.10 (  0.39%),      2.10 (  0.23%),      2.10 (  0.29%),      2.00 (  0.36%),      2.00 (  0.23%),      2.00 (  0.21%),      2.00 (  0.36%),      2.00 (  0.24%),      1.90 (  0.28%),      1.90 (  0.35%),      1.90 (  0.23%),      1.90 (  0.23%),      1.90 (  0.36%),      1.80 (  0.22%),      1.80 (  0.29%),      1.80 (  0.36%),      1.80 (  0.24%),      1.80 (  0.23%),      1.80 (  0.36%),      1.70 (  0.26%),      1.70 (  0.28%),      1.70 (  0.34%),      1.70 (  0.23%),      1.70 (  0.22%),      1.70 (  0.36%),      1.60 (  0.24%),      1.60 (  0.28%),      1.60 (  0.38%),      2.00 (  0.28%),      2.00 (  0.25%),      1.90 (  0.37%),      2.00 (  0.32%),      2.00 (  0.39%),      2.00 (  0.28%),      2.00 (  0.25%),
                 944,      3.20 (  0.28%),      3.10 (  0.23%),      3.10 (  0.27%),      3.00 (  0.28%),      3.00 (  0.23%),      2.90 (  0.34%),      2.90 (  0.31%),      2.90 (  0.25%),      2.80 (  0.36%),      2.80 (  0.27%),      2.70 (  0.25%),      2.70 (  0.36%),      2.70 (  0.27%),      2.60 (  0.28%),      2.60 (  0.34%),      2.60 (  0.27%),      2.50 (  0.25%),      2.50 (  0.41%),      2.50 (  0.24%),      2.40 (  0.28%),      2.40 (  0.37%),      2.40 (  0.23%),      2.30 (  0.23%),      2.30 (  0.36%),      2.30 (  0.23%),      2.30 (  0.30%),      2.20 (  0.40%),      2.20 (  0.25%),      2.20 (  0.22%),      2.20 (  0.38%),      2.10 (  0.25%),      2.10 (  0.29%),      2.10 (  0.38%),      2.10 (  0.24%),      2.00 (  0.23%),      2.00 (  0.38%),      2.00 (  0.26%),      2.00 (  0.28%),      2.00 (  0.38%),      1.90 (  0.22%),      1.90 (  0.23%),      1.90 (  0.39%),      1.90 (  0.26%),      1.90 (  0.27%),      1.90 (  0.39%),      1.80 (  0.24%),      1.80 (  0.23%),      1.80 (  0.36%),      1.80 (  0.25%),      1.80 (  0.29%),      1.80 (  0.36%),      1.70 (  0.24%),      1.70 (  0.24%),      1.70 (  0.36%),      1.70 (  0.23%),      1.70 (  0.29%),      1.70 (  0.36%),      1.60 (  0.24%),      1.60 (  0.22%),      2.00 (  0.39%),      2.00 (  0.51%),      1.90 (  0.37%),      2.00 (  0.28%),      2.00 (  0.28%),      2.00 (  0.34%),
                 960,      3.20 (  0.26%),      3.10 (  0.37%),      3.10 (  0.24%),      3.00 (  0.22%),      3.00 (  0.42%),      3.00 (  0.24%),      2.90 (  0.29%),      2.90 (  0.37%),      2.80 (  0.24%),      2.80 (  0.25%),      2.80 (  0.37%),      2.70 (  0.27%),      2.70 (  0.28%),      2.70 (  0.37%),      2.60 (  0.26%),      2.60 (  0.25%),      2.60 (  0.35%),      2.50 (  0.25%),      2.50 (  0.28%),      2.50 (  0.31%),      2.40 (  0.23%),      2.40 (  0.29%),      2.40 (  0.23%),      2.30 (  0.26%),      2.30 (  0.33%),      2.30 (  0.25%),      2.30 (  0.23%),      2.20 (  0.35%),      2.20 (  0.23%),      2.20 (  0.28%),      2.20 (  0.36%),      2.10 (  0.23%),      2.10 (  0.23%),      2.10 (  0.40%),      2.10 (  0.24%),      2.10 (  0.28%),      2.00 (  0.38%),      2.00 (  0.22%),      2.00 (  0.25%),      2.00 (  0.38%),      2.00 (  0.23%),      1.90 (  0.29%),      1.90 (  0.37%),      1.90 (  0.22%),      1.90 (  0.23%),      1.90 (  0.36%),      1.80 (  0.24%),      1.80 (  0.29%),      1.80 (  0.29%),      1.80 (  0.24%),      1.80 (  0.31%),      1.80 (  0.25%),      1.70 (  0.29%),      1.70 (  0.35%),      1.70 (  0.24%),      1.70 (  0.24%),      1.70 (  0.34%),      1.70 (  0.24%),      1.70 (  0.29%),      1.60 (  0.37%),      2.00 (  0.26%),      2.00 (  0.29%),      1.90 (  0.38%),      2.00 (  0.31%),      2.00 (  0.39%),
                 976,      3.10 (  0.21%),      3.00 (  0.21%),      3.00 (  0.37%),      3.00 (  0.23%),      2.90 (  0.26%),      2.90 (  0.38%),      2.80 (  0.23%),      2.80 (  0.24%),      2.80 (  0.36%),      2.70 (  0.49%),      2.70 (  0.29%),      2.70 (  0.31%),      2.60 (  0.23%),      2.60 (  0.29%),      2.60 (  0.26%),      2.50 (  0.24%),      2.50 (  0.35%),      2.50 (  0.25%),      2.40 (  0.23%),      2.40 (  0.36%),      2.40 (  0.23%),      2.30 (  0.28%),      2.30 (  0.35%),      2.30 (  0.24%),      2.30 (  0.23%),      2.20 (  0.34%),      2.20 (  0.23%),      2.20 (  0.29%),      2.20 (  0.36%),      2.10 (  0.22%),      2.10 (  0.21%),      2.10 (  0.36%),      2.10 (  0.24%),      2.00 (  0.26%),      2.00 (  0.37%),      2.00 (  0.20%),      2.00 (  0.23%),      2.00 (  0.36%),      1.90 (  0.23%),      1.90 (  0.28%),      1.90 (  0.37%),      1.90 (  0.23%),      1.90 (  0.23%),      1.90 (  0.37%),      1.80 (  0.23%),      1.80 (  0.27%),      1.80 (  0.39%),      1.80 (  0.21%),      1.80 (  0.24%),      1.80 (  0.39%),      1.70 (  0.23%),      1.70 (  0.28%),      1.70 (  0.31%),      1.70 (  0.24%),      1.70 (  0.25%),      1.70 (  0.30%),      1.60 (  0.23%),      1.60 (  0.34%),      1.60 (  0.25%),      1.60 (  0.24%),      1.60 (  0.34%),      1.90 (  0.27%),      1.90 (  0.33%),      1.90 (  0.37%),      1.90 (  0.28%),
                 992,      3.10 (  0.32%),      3.10 (  0.23%),      3.00 (  0.24%),      3.00 (  0.33%),      2.90 (  0.23%),      2.90 (  0.22%),      2.90 (  0.34%),      2.90 (  0.24%),      2.80 (  0.28%),      2.80 (  0.36%),      2.70 (  0.24%),      2.70 (  0.24%),      2.70 (  0.41%),      2.60 (  0.24%),      2.60 (  0.31%),      2.60 (  0.37%),      2.50 (  0.25%),      2.50 (  0.24%),      2.50 (  0.28%),      2.40 (  0.23%),      2.40 (  0.35%),      2.40 (  0.24%),      2.30 (  0.23%),      2.30 (  0.35%),      2.30 (  0.23%),      2.30 (  0.27%),      2.20 (  0.36%),      2.20 (  0.23%),      2.20 (  0.23%),      2.20 (  0.35%),      2.10 (  0.23%),      2.10 (  0.30%),      2.10 (  0.34%),      2.10 (  0.21%),      2.10 (  0.24%),      2.00 (  0.36%),      2.00 (  0.47%),      2.00 (  0.27%),      2.00 (  0.34%),      2.00 (  0.24%),      1.90 (  0.33%),      1.90 (  0.25%),      1.90 (  0.28%),      1.90 (  0.37%),      1.90 (  0.29%),      1.80 (  0.21%),      1.80 (  0.37%),      1.80 (  0.26%),      1.80 (  0.30%),      1.80 (  0.40%),      1.80 (  0.22%),      1.70 (  0.24%),      1.70 (  0.40%),      1.70 (  0.25%),      1.70 (  0.27%),      1.70 (  0.38%),      1.70 (  0.24%),      1.70 (  0.23%),      1.60 (  0.38%),      1.60 (  0.46%),      1.60 (  0.28%),      1.60 (  0.30%),      1.90 (  0.24%),      1.90 (  0.38%),      1.90 (  0.26%),
                1008,      3.10 (  0.28%),      3.10 (  0.32%),      3.00 (  0.20%),      3.00 (  0.31%),      3.00 (  0.23%),      2.90 (  0.27%),      2.90 (  0.35%),      2.90 (  0.24%),      2.80 (  0.23%),      2.80 (  0.33%),      2.70 (  0.25%),      2.70 (  0.28%),      2.70 (  0.35%),      2.60 (  0.24%),      2.60 (  0.23%),      2.60 (  0.37%),      2.50 (  0.24%),      2.50 (  0.38%),      2.50 (  0.24%),      2.40 (  0.22%),      2.40 (  0.39%),      2.40 (  0.24%),      2.40 (  0.27%),      2.30 (  0.37%),      2.30 (  0.22%),      2.30 (  0.23%),      2.30 (  0.36%),      2.20 (  0.23%),      2.20 (  0.27%),      2.20 (  0.37%),      2.20 (  0.22%),      2.10 (  0.33%),      2.10 (  0.25%),      2.10 (  0.29%),      2.10 (  0.35%),      2.10 (  0.22%),      2.00 (  0.23%),      2.00 (  0.35%),      2.00 (  0.24%),      2.00 (  0.29%),      2.00 (  0.34%),      1.90 (  0.22%),      1.90 (  0.23%),      1.90 (  0.35%),      1.90 (  0.23%),      1.90 (  0.34%),      1.90 (  0.23%),      1.80 (  0.22%),      1.80 (  0.38%),      1.80 (  0.24%),      1.80 (  0.28%),      1.80 (  0.39%),      1.80 (  0.23%),      1.70 (  0.23%),      1.70 (  0.37%),      1.70 (  0.25%),      1.70 (  0.26%),      1.70 (  0.36%),      1.70 (  0.23%),      1.70 (  0.34%),      1.60 (  0.25%),      1.60 (  0.28%),      1.60 (  0.35%),      1.90 (  0.28%),      1.90 (  0.28%),
                1024,      3.20 (  0.34%),      3.10 (  0.26%),      3.10 (  0.32%),      3.00 (  0.22%),      3.00 (  0.22%),      2.90 (  0.32%),      2.90 (  0.25%),      2.90 (  0.27%),      2.80 (  0.33%),      2.80 (  0.25%),      2.80 (  0.25%),      2.70 (  0.34%),      2.70 (  0.25%),      2.70 (  0.34%),      2.60 (  0.24%),      2.60 (  0.24%),      2.60 (  0.36%),      2.50 (  0.26%),      2.50 (  0.31%),      2.50 (  0.36%),      2.40 (  0.21%),      2.40 (  0.26%),      2.40 (  0.26%),      2.40 (  0.27%),      2.30 (  0.38%),      2.30 (  0.23%),      2.30 (  0.21%),      2.30 (  0.34%),      2.20 (  0.25%),      2.20 (  0.29%),      2.20 (  0.32%),      2.20 (  0.22%),      2.10 (  0.26%),      2.10 (  0.26%),      2.10 (  0.28%),      2.10 (  0.33%),      2.10 (  0.35%),      2.00 (  0.21%),      2.00 (  0.37%),      2.00 (  0.23%),      2.00 (  0.28%),      2.00 (  0.35%),      1.90 (  0.23%),      1.90 (  0.31%),      1.90 (  0.27%),      1.90 (  0.25%),      1.90 (  0.38%),      1.90 (  0.22%),      1.80 (  0.24%),      1.80 (  0.37%),      1.80 (  0.22%),      1.80 (  0.29%),      1.80 (  0.36%),      1.80 (  0.23%),      1.70 (  0.32%),      1.70 (  0.26%),      1.70 (  0.29%),      1.70 (  0.33%),      1.70 (  0.23%),      1.70 (  0.21%),      1.70 (  0.36%),      1.60 (  0.24%),      1.60 (  0.27%),      1.60 (  0.34%),      1.90 (  0.25%),

 P_len/AD_len(bytes),                   0,                  15,                  30,                  45,                  60,                  75,                  90,                 105,                 120,                 135,                 150,                 165,                 180,                 195,                 210,                 225,                 240,                 255,                 270,                 285,                 300,                 315,                 330,                 345,                 360,                 375,                 390,                 405,                 420,                 435,                 450,                 465,                 480,                 495,                 510,                 525,                 540,                 555,                 570,                 585,                 600,                 615,                 630,                 645,                 660,                 675,                 690,                 705,                 720,                 735,                 750,                 765,                 780,                 795,                 810,                 825,                 840,                 855,                 870,                 885,                 900,                 915,                 930,                 945,                 960,
                  16,     24.50 (  0.43%),     22.30 (  0.39%),     15.50 (  0.42%),     11.70 (  0.48%),     10.80 (  0.34%),      9.00 (  0.40%),      8.40 (  0.49%),      7.40 (  0.38%),      7.10 (  0.34%),      6.40 (  0.34%),      5.70 (  0.41%),      5.20 (  0.44%),      5.30 (  0.41%),      5.00 (  0.40%),      4.90 (  0.37%),      4.50 (  0.50%),      5.40 (  0.37%),      5.10 (  0.34%),      4.60 (  0.47%),      4.40 (  0.43%),      4.50 (  0.50%),      4.30 (  0.44%),      4.30 (  0.56%),      4.10 (  0.42%),      4.20 (  0.40%),      4.00 (  0.41%),      3.70 (  0.51%),      3.50 (  0.50%),      3.70 (  0.62%),      3.50 (  0.47%),      3.60 (  0.76%),      3.40 (  0.51%),      3.30 (  0.46%),      3.40 (  0.59%),      3.30 (  0.46%),      3.10 (  0.47%),      3.00 (  0.47%),      3.10 (  0.47%),      3.00 (  0.57%),      3.00 (  0.48%),      3.00 (  0.45%),      3.00 (  0.42%),      2.90 (  0.47%),      2.80 (  0.56%),      2.70 (  0.44%),      2.80 (  0.43%),      2.70 (  0.42%),      2.80 (  0.39%),      2.70 (  0.52%),      2.80 (  0.40%),      2.70 (  0.40%),      2.60 (  0.45%),      2.50 (  0.51%),      2.60 (  0.39%),      2.50 (  0.39%),      2.60 (  0.41%),      2.50 (  0.49%),      2.60 (  0.39%),      2.50 (  0.36%),      2.40 (  0.46%),      2.40 (  0.48%),      2.40 (  0.38%),      2.40 (  0.37%),      2.30 (  0.37%),      2.40 (  0.46%),
                  32,     14.50 (  0.45%),      9.90 (  0.44%),     12.30 (  0.39%),     10.20 (  0.40%),      8.50 (  0.43%),      8.40 (  0.36%),      7.30 (  0.36%),      7.00 (  0.42%),      6.30 (  0.32%),      6.20 (  0.34%),      5.70 (  0.48%),      5.20 (  0.44%),      4.80 (  0.39%),      4.80 (  0.32%),      5.40 (  0.37%),      5.40 (  0.35%),      5.10 (  0.34%),      5.10 (  0.50%),      4.80 (  0.48%),      4.40 (  0.48%),      4.20 (  0.44%),      4.30 (  0.47%),      4.10 (  0.45%),      4.20 (  0.54%),      4.00 (  0.43%),      4.00 (  0.41%),      3.90 (  0.40%),      3.60 (  0.51%),      3.50 (  0.51%),      3.60 (  0.61%),      3.40 (  0.48%),      3.50 (  0.46%),      3.40 (  0.48%),      3.20 (  0.45%),      3.30 (  0.55%),      3.20 (  0.45%),      3.00 (  0.48%),      2.90 (  0.48%),      3.00 (  0.44%),      3.00 (  0.57%),      3.00 (  0.43%),      2.90 (  0.45%),      3.00 (  0.46%),      2.90 (  0.42%),      2.70 (  0.52%),      2.70 (  0.45%),      2.80 (  0.42%),      2.70 (  0.44%),      2.80 (  0.53%),      2.70 (  0.41%),      2.70 (  0.61%),      2.70 (  0.43%),      2.60 (  0.51%),      2.50 (  0.42%),      2.60 (  0.39%),      2.50 (  0.40%),      2.60 (  0.43%),      2.50 (  0.42%),      2.60 (  0.38%),      2.50 (  0.41%),      2.40 (  0.49%),      2.40 (  0.40%),      2.40 (  0.39%),      2.40 (  0.37%),      2.30 (  0.48%),
